rank,school,member,normalized_school,normalized_member,icpc2025preliminary-1,icpc2025preliminary-2,ccpc2025preliminary,icpc2025xi_an,ccpc2025ladies,icpc2025chengdu,icpc2025wuhan,ccpc2025harbin,icpc2025nanjing,ccpc2025jinan,icpc2025shenyang,ccpc2025zhengzhou,icpc2025shanghai,ccpc2025chongqing,icpc2025hongkong,icpc2025ecfinal,ccpc2025final,final_rating,contests_participated
168,中山大学,高艺桐,中山大学,高艺桐,1557,1665,1670,1670,1670,1694,1694,1617,1617,1617,1617,1617,1702,1702,1702,1720,1720,1720,7
171,中国人民大学,孙奕豪,中国人民大学,孙奕豪,1531,1558,1625,1625,1625,1631,1631,1631,1631,1651,1651,1651,1651,1651,1631,1631,1716,1716,7
171,中国人民大学,房子珈,中国人民大学,房子珈,1488,1576,1624,1624,1624,1630,1630,1630,1630,1651,1651,1651,1651,1651,1631,1631,1716,1716,7
171,中国人民大学,晏艺桓,中国人民大学,晏艺桓,1488,1576,1624,1624,1624,1630,1630,1630,1630,1651,1651,1651,1651,1651,1631,1631,1716,1716,7
174,北京理工大学,谭意青,北京理工大学,谭意青,1468,1519,1565,1565,1565,1565,1565,1565,1602,1602,1602,1602,1602,1704,1704,1735,1715,1715,7
175,南方科技大学,姜奕豪,南方科技大学,姜奕豪,1592,1651,1733,1733,1733,1705,1705,1705,1705,1734,1734,1734,1711,1711,1711,1711,1711,1711,6
175,南方科技大学,张祺宇,南方科技大学,张祺宇,1592,1651,1733,1733,1733,1705,1705,1705,1705,1734,1734,1734,1711,1711,1711,1711,1711,1711,6
177,同济大学,刘诗奇,同济大学,刘诗奇,1493,1591,1662,1662,1662,1662,1699,1678,1678,1678,1731,1731,1731,1763,1763,1696,1702,1702,9
177,同济大学,靳嘉成,同济大学,靳嘉成,1493,1591,1662,1662,1662,1662,1699,1678,1678,1678,1731,1731,1731,1763,1763,1696,1702,1702,9
177,同济大学,高胜寒,同济大学,高胜寒,1493,1591,1662,1662,1662,1662,1699,1678,1678,1678,1731,1731,1731,1763,1763,1696,1702,1702,9
180,中山大学,李昊洲,中山大学,李昊洲,1527,1612,1675,1711,1711,1708,1708,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,6
180,中山大学,邱恺铭,中山大学,邱恺铭,1527,1612,1675,1711,1711,1708,1708,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,6
180,中山大学,韩冠东,中山大学,韩冠东,1527,1612,1675,1711,1711,1708,1708,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,1701,6
183,浙江大学,柯怀俊,浙江大学,柯怀俊,,1582,1625,1625,1625,1666,1697,1722,1722,1698,1698,1698,1698,1698,1698,1698,1698,1698,6
184,北京大学,冯天琦,北京大学,冯天琦,,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1696,1696,1696,1696,1696,1696,2
184,北京大学,胡家哲,北京大学,胡家哲,,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1696,1696,1696,1696,1696,1696,2
184,北京大学,陈浩霆,北京大学,陈浩霆,,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1696,1696,1696,1696,1696,1696,2
184,香港中文大学（深圳）,孙悠然,香港中文大学深圳,孙悠然,,1503,1546,1546,1696,1696,1696,1696,1696,1696,1696,1696,1696,1696,1696,1696,1696,1696,3
184,香港中文大学（深圳）,杨久知,香港中文大学深圳,杨久知,,1503,1546,1546,1696,1696,1696,1696,1696,1696,1696,1696,1696,1696,1696,1696,1696,1696,3
184,香港中文大学（深圳）,涂宵箫,香港中文大学深圳,涂宵箫,,1503,1546,1546,1696,1696,1696,1696,1696,1696,1696,1696,1696,1696,1696,1696,1696,1696,3
190,杭州电子科技大学,徐中天,杭州电子科技大学,徐中天,1577,1602,1685,1685,1685,1685,1685,1770,1770,1770,1715,1669,1669,1669,1669,1622,1695,1695,9
190,杭州电子科技大学,杨钧昊,杭州电子科技大学,杨钧昊,1577,1602,1685,1685,1685,1685,1685,1770,1770,1770,1715,1669,1669,1669,1669,1622,1695,1695,9
190,杭州电子科技大学,蔡睿诚,杭州电子科技大学,蔡睿诚,1577,1602,1685,1685,1685,1685,1685,1770,1770,1770,1715,1669,1669,1669,1669,1622,1695,1695,9
190,清华大学,华羽帆,清华大学,华羽帆,1562,1622,1650,1650,1650,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695,4
190,清华大学,孙梓皓,清华大学,孙梓皓,1562,1622,1650,1650,1650,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695,4
190,清华大学,李春进,清华大学,李春进,1562,1622,1650,1650,1650,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695,4
196,南方科技大学,易楚曦,南方科技大学,易楚曦,1507,1570,1625,1625,1625,1656,1656,1656,1656,1662,1662,1662,1662,1662,1680,1693,1693,1693,7
196,南方科技大学,陈恺桉,南方科技大学,陈恺桉,1507,1570,1625,1625,1625,1656,1656,1656,1656,1662,1662,1662,1662,1662,1680,1693,1693,1693,7
196,吉林大学,于之航,吉林大学,于之航,1548,1641,1732,1732,1732,1732,1798,1798,1798,1765,1765,1800,1800,1800,1784,1802,1693,1693,9
196,吉林大学,徐梓博,吉林大学,徐梓博,1548,1641,1732,1732,1732,1732,1798,1798,1798,1765,1765,1800,1800,1800,1784,1802,1693,1693,9
196,吉林大学,陈鹏旭,吉林大学,陈鹏旭,1548,1641,1732,1732,1732,1732,1798,1798,1798,1765,1765,1800,1800,1800,1784,1802,1693,1693,9
201,复旦大学,姚奕,复旦大学,姚奕,1561,1628,1628,1640,1640,1640,1640,1640,1640,1713,1713,1713,1690,1690,1690,1690,1690,1690,5
201,复旦大学,沈高畅,复旦大学,沈高畅,1561,1628,1628,1640,1640,1640,1640,1640,1640,1713,1713,1713,1690,1690,1690,1690,1690,1690,5
201,复旦大学,邹丰羽,复旦大学,邹丰羽,1561,1628,1628,1640,1640,1640,1640,1640,1640,1713,1713,1713,1690,1690,1690,1690,1690,1690,5
204,浙江大学,周俊康,浙江大学,周俊康,1502,1548,1596,1609,1609,1609,1609,1610,1610,1716,1716,1716,1689,1689,1689,1689,1689,1689,7
204,清华大学,刘乐天,清华大学,刘乐天,1551,1551,1674,1674,1674,1674,1674,1674,1674,1674,1674,1689,1689,1689,1689,1689,1689,1689,3
204,清华大学,宋浩然,清华大学,宋浩然,1551,1551,1674,1674,1674,1674,1674,1674,1674,1674,1674,1689,1689,1689,1689,1689,1689,1689,3
204,清华大学,张力玺,清华大学,张力玺,1551,1551,1674,1674,1674,1674,1674,1674,1674,1674,1674,1689,1689,1689,1689,1689,1689,1689,3
208,上海交通大学,于恩帝,上海交通大学,于恩帝,1511,1578,1603,1603,1603,1603,1603,1603,1644,1644,1644,1644,1703,1687,1687,1687,1687,1687,6
208,上海交通大学,秦一苇,上海交通大学,秦一苇,1511,1578,1603,1603,1603,1603,1603,1603,1644,1644,1644,1644,1703,1687,1687,1687,1687,1687,6
208,上海交通大学,魏可臻,上海交通大学,魏可臻,1511,1578,1603,1603,1603,1603,1603,1603,1644,1644,1644,1644,1703,1687,1687,1687,1687,1687,6
208,北京理工大学,李皓辰,北京理工大学,李皓辰,,,,,,,,,1493,1493,1493,1493,1493,1633,1633,1687,1687,1687,3
208,西北工业大学,尹新祥,西北工业大学,尹新祥,1541,1610,1614,1614,1614,1614,1614,1614,1614,1614,1655,1655,1695,1716,1716,1663,1687,1687,8
208,西北工业大学,程文楷,西北工业大学,程文楷,1541,1610,1614,1614,1614,1614,1614,1614,1614,1614,1655,1655,1695,1716,1716,1663,1687,1687,8
208,西北工业大学,龚熙尧,西北工业大学,龚熙尧,1541,1610,1614,1614,1614,1614,1614,1614,1614,1614,1655,1655,1695,1716,1716,1663,1687,1687,8
215,北京航空航天大学,王大禹,北京航空航天大学,王大禹,1489,1585,1659,1659,1659,1698,1698,1793,1793,1793,1793,1795,1795,1795,1755,1726,1684,1684,9
215,北京航空航天大学,董和军,北京航空航天大学,董和军,1489,1585,1659,1659,1659,1698,1698,1793,1793,1793,1793,1795,1795,1795,1755,1726,1684,1684,9
215,北京航空航天大学,蒋槟阳,北京航空航天大学,蒋槟阳,1489,1585,1659,1659,1659,1698,1698,1793,1793,1793,1793,1795,1795,1795,1755,1726,1684,1684,9
215,西安交通大学,刘一可,西安交通大学,刘一可,1492,1542,1576,1576,1576,1576,1576,1617,1617,1617,1713,1713,1641,1641,1641,1676,1684,1684,8
215,西安交通大学,洪家庆,西安交通大学,洪家庆,1492,1542,1576,1576,1576,1576,1576,1617,1617,1617,1713,1713,1641,1641,1641,1676,1684,1684,8
215,西安交通大学,许孜诚,西安交通大学,许孜诚,1492,1542,1576,1576,1576,1576,1576,1617,1617,1617,1713,1713,1641,1641,1641,1676,1684,1684,8
221,香港中文大学,姜宣丞,香港中文大学,姜宣丞,1570,1609,1609,1609,1609,1640,1640,1640,1640,1640,1640,1640,1688,1688,1688,1683,1683,1683,5
222,电子科技大学,刘杭鑫,电子科技大学,刘杭鑫,,,,,,,,,,1627,1627,1627,1627,1627,1627,1627,1682,1682,2
223,清华大学,吴理源,清华大学,吴理源,1512,1576,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,1680,1680,1680,1680,1680,4
223,清华大学,梁宸铭,清华大学,梁宸铭,1512,1576,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,1680,1680,1680,1680,1680,4
223,清华大学,胡梓康,清华大学,胡梓康,1512,1576,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,1666,1680,1680,1680,1680,1680,4
226,武汉大学,张心悦,武汉大学,张心悦,1469,1553,1627,1627,1627,1627,1627,1627,1633,1633,1633,1633,1636,1647,1647,1679,1679,1679,7
226,武汉大学,罗汇翔,武汉大学,罗汇翔,1469,1553,1627,1627,1627,1627,1627,1627,1633,1633,1633,1633,1636,1647,1647,1679,1679,1679,7
226,武汉大学,蔡骐羽,武汉大学,蔡骐羽,1469,1553,1627,1627,1627,1627,1627,1627,1633,1633,1633,1633,1636,1647,1647,1679,1679,1679,7
229,中国人民大学,陈礼邦,中国人民大学,陈礼邦,1497,1557,1645,1635,1635,1635,1685,1685,1685,1685,1685,1681,1681,1681,1681,1608,1677,1677,8
229,哈尔滨工业大学（威海）,李义朋,哈尔滨工业大学威海,李义朋,1490,1584,1688,1688,1688,1683,1683,1683,1667,1667,1667,1664,1664,1664,1664,1677,1677,1677,7
229,浙江工业大学,冯梓航,浙江工业大学,冯梓航,1553,1626,1646,1680,1680,1680,1680,1680,1717,1717,1717,1691,1691,1675,1675,1677,1677,1677,8
229,浙江工业大学,陆仙梁,浙江工业大学,陆仙梁,1553,1626,1646,1680,1680,1680,1680,1680,1717,1717,1717,1691,1691,1675,1675,1677,1677,1677,8
233,西安交通大学,方亦晨,西安交通大学,方亦晨,1568,1621,1656,1656,1656,1656,1656,1610,1610,1610,1658,1658,1658,1658,1671,1675,1675,1675,7
233,西安交通大学,殷嘉鹏,西安交通大学,殷嘉鹏,1568,1621,1656,1656,1656,1656,1656,1610,1610,1610,1658,1658,1658,1658,1671,1675,1675,1675,7
233,西安交通大学,陈儒恒,西安交通大学,陈儒恒,1568,1621,1656,1656,1656,1656,1656,1610,1610,1610,1658,1658,1658,1658,1671,1675,1675,1675,7
236,中国人民大学,吴致楷,中国人民大学,吴致楷,1531,1558,1625,1625,1625,1625,1625,1625,1647,1647,1654,1654,1654,1622,1622,1673,1673,1673,7
236,南方科技大学,叶翰邦,南方科技大学,叶翰邦,1507,1570,1625,1625,1625,1628,1628,1628,1628,1681,1681,1681,1673,1673,1673,1673,1673,1673,6
236,复旦大学,张勖扬,复旦大学,张勖扬,1564,1638,1638,1682,1682,1682,1682,1665,1665,1665,1665,1665,1673,1673,1673,1673,1673,1673,5
236,复旦大学,林诗航,复旦大学,林诗航,1564,1638,1638,1682,1682,1682,1682,1665,1665,1665,1665,1665,1673,1673,1673,1673,1673,1673,5
236,复旦大学,沈子轩,复旦大学,沈子轩,1564,1638,1638,1682,1682,1682,1682,1665,1665,1665,1665,1665,1673,1673,1673,1673,1673,1673,5
241,中山大学,吴明禹,中山大学,吴明禹,1579,1673,1682,1682,1682,1651,1651,1630,1630,1630,1630,1630,1671,1671,1671,1671,1671,1671,6
241,中山大学,肖淇,中山大学,肖淇,1579,1673,1682,1682,1682,1651,1651,1630,1630,1630,1630,1630,1671,1671,1671,1671,1671,1671,6
241,中山大学,苏律硕,中山大学,苏律硕,1579,1673,1682,1682,1682,1651,1651,1630,1630,1630,1630,1630,1671,1671,1671,1671,1671,1671,6
244,中国科学技术大学,王怡钧,中国科学技术大学,王怡钧,1514,1574,1670,1670,1670,1716,1716,1716,1716,1716,1716,1716,1725,1711,1711,1669,1669,1669,7
244,中国科学技术大学,赖浩宸,中国科学技术大学,赖浩宸,1514,1574,1670,1670,1670,1716,1716,1716,1716,1716,1716,1716,1725,1711,1711,1669,1669,1669,7
244,中国科学技术大学,韩尚格,中国科学技术大学,韩尚格,1514,1574,1670,1670,1670,1716,1716,1716,1716,1716,1716,1716,1725,1711,1711,1669,1669,1669,7
247,清华大学,王思图,清华大学,王思图,,,1569,1668,1668,1668,1668,1668,1668,1668,1668,1668,1668,1668,1668,1668,1668,1668,2
247,清华大学,陈亮舟,清华大学,陈亮舟,,,1569,1668,1668,1668,1668,1668,1668,1668,1668,1668,1668,1668,1668,1668,1668,1668,2
247,清华大学,魏辰轩,清华大学,魏辰轩,,,1569,1668,1668,1668,1668,1668,1668,1668,1668,1668,1668,1668,1668,1668,1668,1668,2
250,香港科技大学（广州）,储文皓,香港科技大学广州,储文皓,1585,1632,1616,1616,1616,1616,1616,1616,1669,1675,1675,1680,1680,1680,1682,1647,1667,1667,9
250,香港科技大学（广州）,王向前,香港科技大学广州,王向前,1585,1632,1616,1616,1616,1616,1616,1616,1669,1675,1675,1680,1680,1680,1682,1647,1667,1667,9
250,香港科技大学（广州）,罗浩,香港科技大学广州,罗浩,1585,1632,1616,1616,1616,1616,1616,1616,1669,1675,1675,1680,1680,1680,1682,1647,1667,1667,9
253,浙江工业大学,陈泓睿,浙江工业大学,陈泓睿,1553,1626,1646,1680,1680,1680,1680,1680,1717,1717,1717,1691,1691,1675,1675,1677,1665,1665,9
254,上海交通大学,周学信,上海交通大学,周学信,1506,1549,1549,1606,1606,1606,1606,1606,1585,1585,1585,1664,1664,1664,1664,1664,1664,1664,5
254,上海交通大学,朱一铭,上海交通大学,朱一铭,1506,1549,1549,1606,1606,1606,1606,1606,1585,1585,1585,1664,1664,1664,1664,1664,1664,1664,5
254,山东大学,宿子腾,山东大学,宿子腾,1474,1496,1547,1547,1547,1547,1591,1591,1591,1591,1591,1591,1617,1659,1659,1685,1664,1664,8
254,山东大学,詹靖杰,山东大学,詹靖杰,1474,1496,1547,1547,1547,1547,1591,1591,1591,1591,1591,1591,1617,1659,1659,1685,1664,1664,8
258,北京师范大学,王儒斌,北京师范大学,王儒斌,1455,1499,1522,1522,1522,1522,1522,1522,1594,1594,1594,1594,1674,1674,1674,1662,1662,1662,6
259,中国科学技术大学,冯正桦,中国科学技术大学,冯正桦,1516,1562,1565,1660,1660,1660,1673,1673,1673,1673,1673,1673,1673,1687,1687,1661,1661,1661,7
259,中国科学技术大学,李俊辰,中国科学技术大学,李俊辰,1516,1562,1565,1660,1660,1660,1673,1673,1673,1673,1673,1673,1673,1687,1687,1661,1661,1661,7
259,中国科学技术大学,邵晓玮,中国科学技术大学,邵晓玮,1516,1562,1565,1660,1660,1660,1673,1673,1673,1673,1673,1673,1673,1687,1687,1661,1661,1661,7
262,中国人民大学,张梓桐,中国人民大学,张梓桐,1470,1517,1552,1552,1552,1552,1552,1552,1596,1596,1618,1618,1618,1597,1597,1656,1656,1656,7
262,中国人民大学,段宇哲,中国人民大学,段宇哲,1470,1517,1552,1552,1552,1552,1552,1552,1596,1596,1618,1618,1618,1597,1597,1656,1656,1656,7
262,清华大学,周桓毅,清华大学,周桓毅,,,1557,1557,1557,1557,1557,1656,1656,1656,1656,1656,1656,1656,1656,1656,1656,1656,2
262,清华大学,朱屹帆,清华大学,朱屹帆,,,1557,1557,1557,1557,1557,1656,1656,1656,1656,1656,1656,1656,1656,1656,1656,1656,2
262,清华大学,杨鑫和,清华大学,杨鑫和,,,1557,1557,1557,1557,1557,1656,1656,1656,1656,1656,1656,1656,1656,1656,1656,1656,2
267,北京大学,杨博,北京大学,杨博,,1545,1545,1545,1545,1655,1655,1655,1655,1655,1655,1655,1655,1655,1655,1655,1655,1655,2
267,北京大学,胡一凡,北京大学,胡一凡,,1545,1545,1545,1545,1655,1655,1655,1655,1655,1655,1655,1655,1655,1655,1655,1655,1655,2
267,北京大学,金浩贤,北京大学,金浩贤,,1545,1545,1545,1545,1655,1655,1655,1655,1655,1655,1655,1655,1655,1655,1655,1655,1655,2
270,华中科技大学,杨逸轩,华中科技大学,杨逸轩,1476,1534,1566,1566,1566,1533,1533,1533,1586,1586,1586,1637,1637,1637,1637,1588,1653,1653,8
270,华中科技大学,武琪峻,华中科技大学,武琪峻,1476,1534,1566,1566,1566,1533,1533,1533,1586,1586,1586,1637,1637,1637,1637,1588,1653,1653,8
270,华中科技大学,潘裕洲,华中科技大学,潘裕洲,1476,1534,1566,1566,1566,1533,1533,1533,1586,1586,1586,1637,1637,1637,1637,1588,1653,1653,8
270,四川大学,李祉橙,四川大学,李祉橙,1525,1617,1657,1693,1693,1693,1693,1667,1667,1652,1652,1652,1598,1598,1598,1653,1653,1653,8
270,四川大学,林宸,四川大学,林宸,1525,1617,1657,1693,1693,1693,1693,1667,1667,1652,1652,1652,1598,1598,1598,1653,1653,1653,8
270,四川大学,韩子睿,四川大学,韩子睿,1525,1617,1657,1693,1693,1693,1693,1667,1667,1652,1652,1652,1598,1598,1598,1653,1653,1653,8
270,清华大学,华恒逸,清华大学,华恒逸,1567,1637,1682,1682,1682,1682,1682,1682,1682,1682,1682,1682,1682,1653,1653,1653,1653,1653,4
270,清华大学,戈卿辉,清华大学,戈卿辉,1567,1637,1682,1682,1682,1682,1682,1682,1682,1682,1682,1682,1682,1653,1653,1653,1653,1653,4
270,清华大学,程誉,清华大学,程誉,1567,1637,1682,1682,1682,1682,1682,1682,1682,1682,1682,1682,1682,1653,1653,1653,1653,1653,4
279,北京理工大学,黄康,北京理工大学,黄康,1503,1577,1628,1693,1693,1693,1693,1693,1693,1649,1649,1649,1640,1640,1640,1645,1652,1652,8
280,北京大学,朱汶宣,北京大学,朱汶宣,,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1650,1650,1650,1650,1650,1650,1650,2
280,北京大学,谢钟傲,北京大学,谢钟傲,,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1650,1650,1650,1650,1650,1650,1650,2
280,北京大学,金点,北京大学,金点,,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1650,1650,1650,1650,1650,1650,1650,2
283,香港中文大学,张天瀚,香港中文大学,张天瀚,,1496,1496,1496,1496,1564,1564,1564,1564,1564,1564,1564,1636,1636,1636,1648,1648,1648,4
283,香港中文大学,朱睿正,香港中文大学,朱睿正,,1496,1496,1496,1496,1564,1564,1564,1564,1564,1564,1564,1636,1636,1636,1648,1648,1648,4
285,电子科技大学,徐辰烨,电子科技大学,徐辰烨,1549,1549,1622,1622,1622,1622,1622,1622,1639,1639,1639,1639,1666,1614,1614,1647,1647,1647,6
285,电子科技大学,祁泓金,电子科技大学,祁泓金,1549,1549,1622,1622,1622,1622,1622,1622,1639,1639,1639,1639,1666,1614,1614,1647,1647,1647,6
285,电子科技大学,黄霖,电子科技大学,黄霖,1549,1549,1622,1622,1622,1622,1622,1622,1639,1639,1639,1639,1666,1614,1614,1647,1647,1647,6
288,南方科技大学,蒲韦坤,南方科技大学,蒲韦坤,,,,,,1507,1507,1507,1507,1562,1562,1562,1562,1562,1610,1646,1646,1646,4
289,北京理工大学,张思哲,北京理工大学,张思哲,1503,1577,1628,1693,1693,1693,1693,1693,1693,1649,1649,1649,1640,1640,1640,1645,1645,1645,7
289,浙江理工大学,卢一鸣,浙江理工大学,卢一鸣,1491,1552,1577,1635,1635,1635,1635,1635,1635,1635,1649,1603,1603,1666,1666,1645,1645,1645,8
289,浙江理工大学,姚仁杰,浙江理工大学,姚仁杰,1491,1552,1577,1635,1635,1635,1635,1635,1635,1635,1649,1603,1603,1666,1666,1645,1645,1645,8
292,浙江大学,姜圻圣,浙江大学,姜圻圣,,1552,1652,1652,1652,1668,1668,1668,1668,1668,1668,1668,1694,1759,1759,1642,1642,1642,6
292,浙江大学,张涵硕,浙江大学,张涵硕,,1552,1652,1652,1652,1668,1668,1668,1668,1668,1668,1668,1694,1759,1759,1642,1642,1642,6
292,浙江大学,毛艺婷,浙江大学,毛艺婷,,1552,1652,1652,1652,1668,1668,1668,1668,1668,1668,1668,1694,1759,1759,1642,1642,1642,6
295,香港科技大学（广州）,叶秉宪,香港科技大学广州,叶秉宪,1494,1555,1585,1585,1585,1585,1545,1607,1607,1607,1607,1607,1594,1640,1640,1602,1641,1641,9
295,香港科技大学（广州）,张晋杰,香港科技大学广州,张晋杰,1494,1555,1585,1585,1585,1585,1545,1607,1607,1607,1607,1607,1594,1640,1640,1602,1641,1641,9
295,香港科技大学（广州）,郑凯文,香港科技大学广州,郑凯文,1494,1555,1585,1585,1585,1585,1545,1607,1607,1607,1607,1607,1594,1640,1640,1602,1641,1641,9
298,北京师范大学,王梓霁,北京师范大学,王梓霁,,1519,1608,1608,1608,1608,1608,1608,1652,1652,1652,1652,1714,1661,1661,1653,1640,1640,8
298,西湖大学,严密,西湖大学,严密,1502,1570,1612,1612,1612,1612,1667,1667,1652,1687,1687,1687,1687,1687,1687,1640,1640,1640,7
298,香港大学,吴语晨,香港大学,吴语晨,,1534,1534,1534,1534,1534,1534,1534,1534,1534,1534,1534,1534,1534,1605,1640,1640,1640,3
298,香港大学,夏铭飞,香港大学,夏铭飞,,1534,1534,1534,1534,1534,1534,1534,1534,1534,1534,1534,1534,1534,1605,1640,1640,1640,3
298,香港大学,李其轩,香港大学,李其轩,,1534,1534,1534,1534,1534,1534,1534,1534,1534,1534,1534,1534,1534,1605,1640,1640,1640,3
303,清华大学,姚熙,清华大学,姚熙,,1564,1564,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,2
303,清华大学,李劲逸,清华大学,李劲逸,,1564,1564,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,2
303,清华大学,赵英智,清华大学,赵英智,,1564,1564,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638,2
306,福州大学,程棋晖,福州大学,程棋晖,1519,1610,1612,1612,1612,1612,1637,1637,1718,1716,1716,1716,1716,1708,1708,1688,1637,1637,9
